student_totals_seniors_x,specific_interactions_1-on-1s_total,specific_interactions_group_total,specific_interactions_1-on-1s_at_least_one,specific_interactions_group_at_least_one,specific_interactions_parent_meetings,specific_interactions_parent_meetings_at_least_one,total_interactions_met_with_1_plus_times_(group_and_1_1),total_interactions_met_with_3_plus_times_(group_and_1_1),total_interactions_met_with_5_plus_times_(group_and_1_1),total_interactions_met_with_10_plus_times_(group_and_1_1),college_awareness_campus_visits,college_awareness_campus_visits_at_least_one,college_awareness_college_fair,college_awareness_college_fairs_at_least_one,college_awareness_college_rep_visits,college_awareness_college_rep_visits_at_least_one,act_sats_completed,act_sats_registered_for_sat_or_act,act_sats_registered_for_sat,act_sats_registered_for_act,act_sats_assisted_registration_with_sat_or_act,act_sats_assisted_registration_with_sat,act_sats_assisted_registration_with_act,act_sats_waiver,act_sats_assisted_waiver,act_sats_sat_act_prep_meetings,act_sats_sat_act_prep_meetings_at_least_one,college_apps_submitted_1_plus_apps,college_apps_submitted_3_plus_apps,college_apps_submitted_5_plus_apps,college_apps_submitted_total_#_submitted,college_apps_accepted_1_plus_apps,college_apps_accepted_3_plus_apps,college_apps_accepted_5_plus_apps,college_apps_accepted_total_#_accepted,college_waivers_students_w_1_plus,college_waivers_total_#_waivers,college_waivers_total_waiver_dollars,institutional_aid_students_w_1_plus,institutional_aid_total_dollars,institutional_aid_students_w_1_plus_award_letter_reviews,institutional_aid_total_award_letter_meetings,fafsa_submitted,scholarships_students_w_1_plus,scholarships_total_dollars,year_starting,school_name,specific_interactions_1-on-1s_total_rate,specific_interactions_group_total_rate,specific_interactions_1-on-1s_at_least_one_rate,specific_interactions_group_at_least_one_rate,specific_interactions_parent_meetings_rate,specific_interactions_parent_meetings_at_least_one_rate,total_interactions_met_with_1_plus_times_(group_and_1_1)_rate,total_interactions_met_with_3_plus_times_(group_and_1_1)_rate,total_interactions_met_with_5_plus_times_(group_and_1_1)_rate,total_interactions_met_with_10_plus_times_(group_and_1_1)_rate,college_awareness_campus_visits_rate,college_awareness_campus_visits_at_least_one_rate,college_awareness_college_fair_rate,college_awareness_college_fairs_at_least_one_rate,college_awareness_college_rep_visits_rate,college_awareness_college_rep_visits_at_least_one_rate,act_sats_completed_rate,act_sats_registered_for_sat_or_act_rate,act_sats_registered_for_sat_rate,act_sats_registered_for_act_rate,act_sats_assisted_registration_with_sat_or_act_rate,act_sats_assisted_registration_with_sat_rate,act_sats_assisted_registration_with_act_rate,act_sats_waiver_rate,act_sats_assisted_waiver_rate,act_sats_sat_act_prep_meetings_rate,act_sats_sat_act_prep_meetings_at_least_one_rate,college_apps_submitted_1_plus_apps_rate,college_apps_submitted_3_plus_apps_rate,college_apps_submitted_5_plus_apps_rate,college_apps_submitted_total_#_submitted_rate,college_apps_accepted_1_plus_apps_rate,college_apps_accepted_3_plus_apps_rate,college_apps_accepted_5_plus_apps_rate,college_apps_accepted_total_#_accepted_rate,college_waivers_students_w_1_plus_rate,college_waivers_total_#_waivers_rate,college_waivers_total_waiver_dollars_rate,institutional_aid_students_w_1_plus_rate,institutional_aid_total_dollars_rate,institutional_aid_students_w_1_plus_award_letter_reviews_rate,institutional_aid_total_award_letter_meetings_rate,fafsa_submitted_rate,scholarships_students_w_1_plus_rate,scholarships_total_dollars_rate,student_totals_seniors_y,vdoe_total,enrolled,total_female,enrolled_female,total_male,enrolled_male,total_asian,enrolled_asian,total_black,enrolled_black,total_hispanic,enrolled_hispanic,total_white,enrolled_white,total_two,enrolled_two,econ_total,econ_enrolled,lep_total,lep_enrolled,disabilities_total,disabilities_enrolled
113.0,1125.0,343.0,113.0,108.0,49.0,24.0,113.0,105.0,81.0,48.0,19.0,18.0,0.0,0.0,166.0,51.0,50.0,58.0,58.0,8.0,57.0,57.0,8.0,51.0,51.0,0.0,0.0,93.0,41.0,20.0,283.0,90.0,36.0,15.0,238.0,3.0,5.0,320.0,31.0,3039000.0,58.0,89.0,69.0,40.0,502500.0,2017,Buckingham County High School,9.95575221238938,3.035398230088496,1.0,0.9557522123893806,0.4336283185840708,0.2123893805309734,1.0,0.9292035398230089,0.7168141592920354,0.4247787610619469,0.168141592920354,0.1592920353982301,0.0,0.0,1.4690265486725664,0.4513274336283185,0.4424778761061947,0.5132743362831859,0.5132743362831859,0.0707964601769911,0.504424778761062,0.504424778761062,0.0707964601769911,0.4513274336283185,0.4513274336283185,0.0,0.0,0.8230088495575221,0.3628318584070796,0.1769911504424778,2.504424778761062,0.7964601769911505,0.3185840707964602,0.1327433628318584,2.106194690265487,0.0265486725663716,0.0442477876106194,2.831858407079646,0.2743362831858407,26893.805309734515,0.5132743362831859,0.7876106194690266,0.6106194690265486,0.3539823008849557,4446.902654867256,113,133,57,69,37,64,20,,,53.0,22.0,,,69.0,30.0,,,75.0,32.0,,,12.0,2.0
104.0,382.0,123.0,98.0,77.0,36.0,26.0,98.0,72.0,41.0,12.0,29.0,24.0,89.0,89.0,84.0,57.0,52.0,59.0,59.0,9.0,20.0,20.0,0.0,17.0,16.0,0.0,0.0,72.0,43.0,22.0,275.0,67.0,27.0,16.0,211.0,12.0,26.0,1515.0,32.0,3369674.0,0.0,0.0,66.0,33.0,124375.0,2017,Northumberland High School,3.673076923076923,1.1826923076923077,0.9423076923076924,0.7403846153846154,0.3461538461538461,0.25,0.9423076923076924,0.6923076923076923,0.3942307692307692,0.1153846153846153,0.2788461538461538,0.2307692307692307,0.8557692307692307,0.8557692307692307,0.8076923076923077,0.5480769230769231,0.5,0.5673076923076923,0.5673076923076923,0.0865384615384615,0.1923076923076923,0.1923076923076923,0.0,0.1634615384615384,0.1538461538461538,0.0,0.0,0.6923076923076923,0.4134615384615384,0.2115384615384615,2.644230769230769,0.6442307692307693,0.2596153846153846,0.1538461538461538,2.0288461538461537,0.1153846153846153,0.25,14.567307692307692,0.3076923076923077,32400.71153846154,0.0,0.0,0.6346153846153846,0.3173076923076923,1195.9134615384614,104,102,55,61,33,41,22,,,40.0,22.0,,,57.0,31.0,,,49.0,21.0,,,13.0,3.0
132.0,260.0,1802.0,100.0,91.0,22.0,16.0,111.0,71.0,55.0,41.0,53.0,36.0,2.0,2.0,94.0,56.0,68.0,75.0,74.0,30.0,68.0,63.0,30.0,54.0,54.0,0.0,0.0,101.0,36.0,14.0,291.0,98.0,31.0,11.0,229.0,18.0,49.0,2380.0,15.0,630632.0,35.0,39.0,89.0,9.0,166934.0,2018,Martinsville High School,1.9696969696969695,13.651515151515152,0.7575757575757576,0.6893939393939394,0.1666666666666666,0.1212121212121212,0.8409090909090909,0.5378787878787878,0.4166666666666667,0.3106060606060606,0.4015151515151515,0.2727272727272727,0.0151515151515151,0.0151515151515151,0.7121212121212122,0.4242424242424242,0.5151515151515151,0.5681818181818182,0.5606060606060606,0.2272727272727272,0.5151515151515151,0.4772727272727273,0.2272727272727272,0.4090909090909091,0.4090909090909091,0.0,0.0,0.7651515151515151,0.2727272727272727,0.106060606060606,2.2045454545454546,0.7424242424242424,0.2348484848484848,0.0833333333333333,1.7348484848484849,0.1363636363636363,0.3712121212121212,18.03030303030303,0.1136363636363636,4777.515151515152,0.2651515151515151,0.2954545454545454,0.6742424242424242,0.0681818181818181,1264.6515151515152,132,137,94,72,54,65,40,,,77.0,49.0,13.0,8.0,41.0,31.0,,,87.0,54.0,,,,
263.0,388.0,129.0,213.0,125.0,40.0,35.0,218.0,71.0,14.0,2.0,13.0,13.0,83.0,74.0,27.0,14.0,109.0,110.0,103.0,66.0,56.0,50.0,35.0,49.0,49.0,0.0,0.0,155.0,16.0,3.0,212.0,152.0,10.0,1.0,184.0,9.0,9.0,540.0,31.0,3252304.0,19.0,24.0,141.0,25.0,315049.0,2018,Bassett High School,1.4752851711026616,0.4904942965779467,0.8098859315589354,0.4752851711026616,0.1520912547528517,0.1330798479087452,0.8288973384030418,0.2699619771863117,0.053231939163498,0.0076045627376425,0.0494296577946768,0.0494296577946768,0.3155893536121673,0.2813688212927757,0.1026615969581749,0.053231939163498,0.4144486692015209,0.4182509505703422,0.3916349809885932,0.2509505703422053,0.2129277566539923,0.1901140684410646,0.1330798479087452,0.1863117870722433,0.1863117870722433,0.0,0.0,0.5893536121673004,0.0608365019011406,0.0114068441064638,0.8060836501901141,0.5779467680608364,0.0380228136882129,0.0038022813688212,0.6996197718631179,0.0342205323193916,0.0342205323193916,2.053231939163498,0.11787072243346,12366.174904942964,0.0722433460076045,0.091254752851711,0.5361216730038023,0.0950570342205323,1197.9049429657794,263,239,193,127,107,112,86,,,41.0,30.0,28.0,21.0,163.0,138.0,,,105.0,79.0,,,17.0,12.0
120.0,965.0,543.0,102.0,111.0,66.0,37.0,114.0,107.0,96.0,73.0,108.0,52.0,0.0,0.0,113.0,65.0,74.0,86.0,85.0,6.0,71.0,69.0,6.0,57.0,55.0,0.0,0.0,92.0,51.0,30.0,361.0,91.0,45.0,26.0,304.0,43.0,137.0,7750.0,32.0,2606369.0,15.0,24.0,73.0,32.0,100650.0,2018,Washington and Lee High School ,8.041666666666666,4.525,0.85,0.925,0.55,0.3083333333333333,0.95,0.8916666666666667,0.8,0.6083333333333333,0.9,0.4333333333333333,0.0,0.0,0.9416666666666668,0.5416666666666666,0.6166666666666667,0.7166666666666667,0.7083333333333334,0.05,0.5916666666666667,0.575,0.05,0.475,0.4583333333333333,0.0,0.0,0.7666666666666667,0.425,0.25,3.0083333333333333,0.7583333333333333,0.375,0.2166666666666666,2.533333333333333,0.3583333333333333,1.1416666666666666,64.58333333333333,0.2666666666666666,21719.741666666665,0.125,0.2,0.6083333333333333,0.2666666666666666,838.75,120,102,47,49,22,53,25,,,45.0,20.0,10.0,4.0,41.0,21.0,,,51.0,22.0,,,11.0,2.0
149.0,343.0,176.0,146.0,107.0,8.0,7.0,147.0,80.0,37.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,73.0,73.0,6.0,45.0,44.0,5.0,24.0,24.0,0.0,0.0,119.0,40.0,9.0,259.0,116.0,29.0,5.0,214.0,16.0,34.0,2141.0,41.0,2562800.0,28.0,30.0,100.0,32.0,169275.0,2018,Chatham High School (Virginia),2.302013422818792,1.1812080536912752,0.9798657718120806,0.7181208053691275,0.0536912751677852,0.046979865771812,0.9865771812080536,0.5369127516778524,0.2483221476510067,0.046979865771812,0.0,0.0,0.0,0.0,0.0,0.0,0.4496644295302013,0.4899328859060403,0.4899328859060403,0.0402684563758389,0.3020134228187919,0.2953020134228188,0.0335570469798657,0.1610738255033557,0.1610738255033557,0.0,0.0,0.7986577181208053,0.2684563758389262,0.0604026845637583,1.738255033557047,0.7785234899328859,0.1946308724832214,0.0335570469798657,1.436241610738255,0.1073825503355704,0.2281879194630872,14.369127516778525,0.2751677852348993,17200.0,0.1879194630872483,0.2013422818791946,0.6711409395973155,0.2147651006711409,1136.0738255033557,149,139,104,75,60,64,44,,,37.0,22.0,,,92.0,72.0,,,63.0,41.0,,,14.0,7.0
254.0,567.0,66.0,227.0,46.0,11.0,10.0,229.0,75.0,40.0,13.0,14.0,12.0,17.0,14.0,212.0,88.0,144.0,147.0,146.0,10.0,82.0,78.0,6.0,19.0,19.0,0.0,0.0,180.0,67.0,34.0,498.0,178.0,55.0,20.0,400.0,3.0,8.0,325.0,24.0,1054124.0,5.0,10.0,126.0,39.0,384795.0,2018,Fluvanna County High School,2.232283464566929,0.2598425196850393,0.8937007874015748,0.1811023622047244,0.0433070866141732,0.0393700787401574,0.9015748031496064,0.2952755905511811,0.1574803149606299,0.0511811023622047,0.0551181102362204,0.0472440944881889,0.0669291338582677,0.0551181102362204,0.8346456692913385,0.3464566929133858,0.5669291338582677,0.5787401574803149,0.5748031496062992,0.0393700787401574,0.3228346456692913,0.3070866141732283,0.0236220472440944,0.0748031496062992,0.0748031496062992,0.0,0.0,0.7086614173228346,0.2637795275590551,0.1338582677165354,1.9606299212598424,0.7007874015748031,0.2165354330708661,0.0787401574803149,1.5748031496062993,0.0118110236220472,0.0314960629921259,1.279527559055118,0.0944881889763779,4150.094488188976,0.0196850393700787,0.0393700787401574,0.4960629921259842,0.1535433070866141,1514.9409448818897,254,274,164,140,104,134,60,,,38.0,17.0,15.0,11.0,211.0,130.0,,,71.0,36.0,,,31.0,6.0
333.0,1581.0,2285.0,274.0,317.0,239.0,112.0,318.0,298.0,236.0,145.0,304.0,128.0,0.0,0.0,222.0,95.0,146.0,156.0,154.0,18.0,138.0,136.0,16.0,57.0,57.0,0.0,0.0,186.0,76.0,37.0,533.0,180.0,60.0,26.0,429.0,23.0,40.0,2440.0,85.0,8524164.0,52.0,61.0,145.0,47.0,316664.0,2018,Louisa County High School,4.747747747747748,6.861861861861862,0.8228228228228228,0.951951951951952,0.7177177177177178,0.3363363363363363,0.954954954954955,0.8948948948948949,0.7087087087087087,0.4354354354354354,0.9129129129129128,0.3843843843843844,0.0,0.0,0.6666666666666666,0.2852852852852853,0.4384384384384384,0.4684684684684684,0.4624624624624625,0.054054054054054,0.4144144144144144,0.4084084084084084,0.048048048048048,0.1711711711711711,0.1711711711711711,0.0,0.0,0.5585585585585585,0.2282282282282282,0.1111111111111111,1.6006006006006006,0.5405405405405406,0.1801801801801801,0.078078078078078,1.2882882882882882,0.069069069069069,0.1201201201201201,7.327327327327327,0.2552552552552553,25598.09009009009,0.1561561561561561,0.1831831831831832,0.4354354354354354,0.1411411411411411,950.942942942943,333,337,201,174,122,163,79,,,61.0,38.0,13.0,9.0,238.0,141.0,22,11,131.0,63.0,,,51.0,18.0
204.0,558.0,68.0,203.0,64.0,118.0,97.0,203.0,94.0,30.0,6.0,17.0,17.0,0.0,0.0,146.0,80.0,120.0,121.0,121.0,3.0,99.0,99.0,3.0,30.0,29.0,22.0,4.0,164.0,85.0,50.0,540.0,160.0,67.0,24.0,412.0,0.0,0.0,0.0,38.0,2592288.0,53.0,53.0,142.0,54.0,700469.0,2018,William Monroe High School,2.735294117647059,0.3333333333333333,0.9950980392156864,0.3137254901960784,0.5784313725490197,0.4754901960784313,0.9950980392156864,0.4607843137254901,0.1470588235294117,0.0294117647058823,0.0833333333333333,0.0833333333333333,0.0,0.0,0.7156862745098039,0.392156862745098,0.5882352941176471,0.5931372549019608,0.5931372549019608,0.0147058823529411,0.4852941176470588,0.4852941176470588,0.0147058823529411,0.1470588235294117,0.142156862745098,0.1078431372549019,0.0196078431372549,0.803921568627451,0.4166666666666667,0.2450980392156862,2.647058823529412,0.7843137254901961,0.3284313725490196,0.1176470588235294,2.019607843137255,0.0,0.0,0.0,0.1862745098039215,12707.29411764706,0.2598039215686274,0.2598039215686274,0.696078431372549,0.2647058823529412,3433.671568627451,204,210,119,101,69,109,50,,,16.0,13.0,15.0,7.0,151.0,84.0,19,9,75.0,28.0,,,,
159.0,224.0,0.0,123.0,0.0,9.0,9.0,123.0,23.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,51.0,59.0,59.0,3.0,56.0,56.0,3.0,28.0,28.0,0.0,0.0,116.0,33.0,1.0,205.0,107.0,13.0,0.0,146.0,18.0,39.0,2200.0,24.0,1254398.0,4.0,4.0,35.0,38.0,65320.0,2018,Dan River High School,1.4088050314465408,0.0,0.7735849056603774,0.0,0.0566037735849056,0.0566037735849056,0.7735849056603774,0.1446540880503144,0.0377358490566037,0.0,0.0062893081761006,0.0062893081761006,0.0,0.0,0.0,0.0,0.320754716981132,0.3710691823899371,0.3710691823899371,0.0188679245283018,0.3522012578616352,0.3522012578616352,0.0188679245283018,0.1761006289308176,0.1761006289308176,0.0,0.0,0.7295597484276729,0.2075471698113207,0.0062893081761006,1.2893081761006289,0.6729559748427673,0.0817610062893081,0.0,0.9182389937106918,0.1132075471698113,0.2452830188679245,13.836477987421384,0.1509433962264151,7889.295597484277,0.0251572327044025,0.0251572327044025,0.220125786163522,0.2389937106918239,410.8176100628931,159,152,94,79,47,73,47,,,49.0,29.0,,,96.0,62.0,,,77.0,38.0,,,18.0,7.0
375.0,863.0,375.0,233.0,201.0,57.0,45.0,291.0,163.0,104.0,31.0,49.0,36.0,77.0,72.0,194.0,91.0,153.0,158.0,149.0,34.0,81.0,74.0,17.0,56.0,54.0,0.0,0.0,217.0,78.0,34.0,566.0,212.0,37.0,16.0,386.0,14.0,25.0,1335.0,39.0,3129551.0,19.0,20.0,145.0,59.0,251700.0,2018,Orange County High School,2.301333333333333,1.0,0.6213333333333333,0.536,0.152,0.12,0.776,0.4346666666666666,0.2773333333333333,0.0826666666666666,0.1306666666666666,0.096,0.2053333333333333,0.192,0.5173333333333333,0.2426666666666666,0.408,0.4213333333333333,0.3973333333333333,0.0906666666666666,0.216,0.1973333333333333,0.0453333333333333,0.1493333333333333,0.144,0.0,0.0,0.5786666666666667,0.208,0.0906666666666666,1.5093333333333334,0.5653333333333334,0.0986666666666666,0.0426666666666666,1.0293333333333334,0.0373333333333333,0.0666666666666666,3.56,0.104,8345.469333333333,0.0506666666666666,0.0533333333333333,0.3866666666666666,0.1573333333333333,671.2,375,339,192,161,106,178,86,,,65.0,38.0,20.0,9.0,231.0,133.0,19,10,107.0,51.0,,,29.0,8.0
97.0,931.0,377.0,93.0,95.0,63.0,29.0,96.0,92.0,83.0,55.0,6.0,3.0,53.0,53.0,226.0,74.0,57.0,63.0,63.0,3.0,48.0,48.0,3.0,30.0,30.0,0.0,0.0,85.0,40.0,24.0,293.0,85.0,38.0,19.0,264.0,38.0,117.0,6255.0,26.0,2323796.0,18.0,21.0,65.0,27.0,355722.0,2018,Rappahannock High School,9.597938144329897,3.88659793814433,0.9587628865979382,0.979381443298969,0.6494845360824743,0.2989690721649484,0.9896907216494846,0.9484536082474226,0.8556701030927835,0.5670103092783505,0.0618556701030927,0.0309278350515463,0.5463917525773195,0.5463917525773195,2.329896907216495,0.7628865979381443,0.5876288659793815,0.6494845360824743,0.6494845360824743,0.0309278350515463,0.4948453608247423,0.4948453608247423,0.0309278350515463,0.3092783505154639,0.3092783505154639,0.0,0.0,0.8762886597938144,0.4123711340206185,0.2474226804123711,3.020618556701031,0.8762886597938144,0.3917525773195876,0.1958762886597938,2.7216494845360826,0.3917525773195876,1.2061855670103092,64.48453608247422,0.268041237113402,23956.659793814437,0.1855670103092783,0.2164948453608247,0.6701030927835051,0.2783505154639175,3667.237113402062,97,73,44,33,25,40,19,,,,,,,65.0,40.0,,,14.0,9.0,,,,
351.0,620.0,71.0,167.0,62.0,14.0,10.0,174.0,90.0,48.0,16.0,16.0,16.0,2.0,2.0,256.0,90.0,132.0,134.0,134.0,0.0,104.0,104.0,0.0,91.0,87.0,0.0,0.0,157.0,80.0,33.0,502.0,138.0,62.0,26.0,403.0,7.0,10.0,520.0,9.0,398000.0,0.0,0.0,109.0,71.0,2484507.0,2018,George Washington High School,1.7663817663817665,0.2022792022792023,0.4757834757834758,0.1766381766381766,0.0398860398860398,0.0284900284900284,0.4957264957264957,0.2564102564102564,0.1367521367521367,0.0455840455840455,0.0455840455840455,0.0455840455840455,0.0056980056980056,0.0056980056980056,0.7293447293447294,0.2564102564102564,0.376068376068376,0.3817663817663818,0.3817663817663818,0.0,0.2962962962962963,0.2962962962962963,0.0,0.2592592592592592,0.2478632478632478,0.0,0.0,0.4472934472934473,0.2279202279202279,0.094017094017094,1.4301994301994303,0.3931623931623931,0.1766381766381766,0.074074074074074,1.148148148148148,0.0199430199430199,0.0284900284900284,1.4814814814814814,0.0256410256410256,1133.903133903134,0.0,0.0,0.3105413105413105,0.2022792022792023,7078.3675213675215,351,273,153,144,79,129,74,,,186.0,99.0,21.0,13.0,55.0,33.0,,,128.0,59.0,12.0,8.0,25.0,9.0
151.0,1739.0,300.0,144.0,133.0,47.0,28.0,144.0,108.0,89.0,62.0,56.0,38.0,122.0,93.0,79.0,42.0,59.0,76.0,76.0,22.0,76.0,74.0,22.0,47.0,46.0,0.0,0.0,89.0,35.0,17.0,240.0,87.0,30.0,9.0,201.0,15.0,29.0,1740.0,52.0,5212488.0,75.0,113.0,55.0,40.0,309800.0,2018,Nelson County High School,11.516556291390728,1.9867549668874167,0.9536423841059604,0.8807947019867549,0.3112582781456953,0.1854304635761589,0.9536423841059604,0.7152317880794702,0.5894039735099338,0.4105960264900662,0.3708609271523179,0.2516556291390728,0.8079470198675497,0.6158940397350994,0.5231788079470199,0.2781456953642384,0.390728476821192,0.5033112582781457,0.5033112582781457,0.1456953642384106,0.5033112582781457,0.4900662251655629,0.1456953642384106,0.3112582781456953,0.304635761589404,0.0,0.0,0.5894039735099338,0.2317880794701986,0.1125827814569536,1.5894039735099337,0.5761589403973509,0.1986754966887417,0.0596026490066225,1.3311258278145697,0.0993377483443708,0.1920529801324503,11.52317880794702,0.3443708609271523,34519.7880794702,0.4966887417218543,0.7483443708609272,0.3642384105960264,0.2649006622516556,2051.655629139073,151,150,84,88,58,62,26,,,21.0,7.0,,,114.0,66.0,,,70.0,28.0,,,17.0,4.0
80.0,276.0,81.0,74.0,59.0,55.0,24.0,74.0,50.0,35.0,2.0,44.0,35.0,44.0,35.0,123.0,51.0,47.0,47.0,47.0,4.0,21.0,21.0,1.0,7.0,7.0,0.0,0.0,59.0,26.0,17.0,199.0,57.0,23.0,12.0,160.0,19.0,49.0,2630.0,19.0,737445.0,5.0,5.0,42.0,31.0,276181.0,2018,Lancaster High School (UVA),3.45,1.0125,0.925,0.7375,0.6875,0.3,0.925,0.625,0.4375,0.025,0.55,0.4375,0.55,0.4375,1.5375,0.6375,0.5875,0.5875,0.5875,0.05,0.2625,0.2625,0.0125,0.0875,0.0875,0.0,0.0,0.7375,0.325,0.2125,2.4875,0.7125,0.2875,0.15,2.0,0.2375,0.6125,32.875,0.2375,9218.0625,0.0625,0.0625,0.525,0.3875,3452.2625,80,84,45,45,28,39,17,,,32.0,10.0,,,44.0,31.0,,,37.0,10.0,,,,
216.0,355.0,0.0,205.0,0.0,10.0,10.0,205.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,72.0,72.0,72.0,2.0,53.0,53.0,0.0,1.0,1.0,0.0,0.0,153.0,19.0,5.0,225.0,149.0,9.0,1.0,187.0,16.0,22.0,1275.0,46.0,2873352.0,15.0,16.0,43.0,49.0,59245.0,2018,Tunstall High School,1.6435185185185186,0.0,0.949074074074074,0.0,0.0462962962962962,0.0462962962962962,0.949074074074074,0.162037037037037,0.0324074074074074,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.037037037037037,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0092592592592592,0.2453703703703703,0.2453703703703703,0.0,0.0046296296296296,0.0046296296296296,0.0,0.0,0.7083333333333334,0.0879629629629629,0.0231481481481481,1.0416666666666667,0.6898148148148148,0.0416666666666666,0.0046296296296296,0.8657407407407407,0.074074074074074,0.1018518518518518,5.902777777777778,0.2129629629629629,13302.555555555557,0.0694444444444444,0.074074074074074,0.199074074074074,0.2268518518518518,274.2824074074074,216,238,169,116,93,122,76,,,26.0,17.0,,,198.0,142.0,,,83.0,52.0,,,19.0,9.0
285.0,1424.0,260.0,226.0,163.0,31.0,23.0,233.0,134.0,99.0,53.0,0.0,0.0,3.0,3.0,73.0,48.0,65.0,65.0,65.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,189.0,42.0,18.0,385.0,182.0,39.0,17.0,361.0,22.0,24.0,900.0,93.0,758200.0,0.0,0.0,119.0,90.0,1450800.0,2018,Magna Vista High School,4.996491228070176,0.912280701754386,0.7929824561403509,0.5719298245614035,0.1087719298245614,0.0807017543859649,0.8175438596491228,0.4701754385964912,0.3473684210526316,0.1859649122807017,0.0,0.0,0.0105263157894736,0.0105263157894736,0.256140350877193,0.1684210526315789,0.2280701754385964,0.2280701754385964,0.2280701754385964,0.0,0.0035087719298245,0.0035087719298245,0.0,0.0,0.0,0.0,0.0,0.6631578947368421,0.1473684210526315,0.0631578947368421,1.350877192982456,0.6385964912280702,0.1368421052631579,0.0596491228070175,1.2666666666666666,0.0771929824561403,0.0842105263157894,3.1578947368421053,0.3263157894736842,2660.3508771929824,0.0,0.0,0.4175438596491228,0.3157894736842105,5090.526315789473,285,241,165,123,86,118,79,,,65.0,50.0,20.0,8.0,147.0,101.0,,,96.0,55.0,,,23.0,8.0
203.0,690.0,328.0,186.0,181.0,7.0,6.0,186.0,84.0,62.0,14.0,77.0,30.0,27.0,27.0,94.0,47.0,106.0,106.0,106.0,1.0,34.0,34.0,1.0,72.0,71.0,1.0,1.0,103.0,29.0,14.0,255.0,98.0,19.0,7.0,186.0,39.0,90.0,3531.0,13.0,1793604.0,19.0,33.0,65.0,25.0,97850.0,2018,Armstrong High School,3.399014778325123,1.6157635467980296,0.916256157635468,0.8916256157635468,0.0344827586206896,0.0295566502463054,0.916256157635468,0.4137931034482758,0.3054187192118227,0.0689655172413793,0.3793103448275862,0.1477832512315271,0.1330049261083744,0.1330049261083744,0.4630541871921182,0.2315270935960591,0.5221674876847291,0.5221674876847291,0.5221674876847291,0.0049261083743842,0.167487684729064,0.167487684729064,0.0049261083743842,0.354679802955665,0.3497536945812808,0.0049261083743842,0.0049261083743842,0.5073891625615764,0.1428571428571428,0.0689655172413793,1.2561576354679802,0.4827586206896552,0.0935960591133004,0.0344827586206896,0.916256157635468,0.1921182266009852,0.4433497536945813,17.39408866995074,0.064039408866995,8835.487684729063,0.0935960591133004,0.1625615763546798,0.3201970443349753,0.1231527093596059,482.0197044334975,203,155,61,96,44,59,17,,,150.0,56.0,,,,,,,123.0,43.0,,,34.0,10.0
802.0,283.0,485.0,114.0,374.0,278.0,266.0,414.0,54.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0,67.0,20.0,5.0,146.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,163.0,1633103.0,2018,Alexandria City High School,0.3528678304239401,0.6047381546134664,0.14214463840399,0.4663341645885286,0.3466334164588528,0.3316708229426434,0.516209476309227,0.0673316708229426,0.0199501246882793,0.0074812967581047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062344139650872,0.0049875311720698,0.0012468827930174,0.0062344139650872,0.0049875311720698,0.0012468827930174,0.0024937655860349,0.0,0.0,0.0,0.0835411471321695,0.0249376558603491,0.0062344139650872,0.1820448877805486,0.0087281795511221,0.0,0.0,0.0112219451371571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3354114713216957,0.2032418952618453,2036.288029925187,802,716,506,383,286,333,220,43.0,39.0,261.0,189.0,221.0,114.0,168.0,145.0,18,16,394.0,247.0,195.0,105.0,35.0,14.0
