student_totals_seniors_x,specific_interactions_1-on-1s_total,specific_interactions_group_total,specific_interactions_1-on-1s_at_least_one,specific_interactions_group_at_least_one,specific_interactions_parent_meetings,specific_interactions_parent_meetings_at_least_one,total_interactions_met_with_1_plus_times_(group_and_1_1),total_interactions_met_with_3_plus_times_(group_and_1_1),total_interactions_met_with_5_plus_times_(group_and_1_1),total_interactions_met_with_10_plus_times_(group_and_1_1),college_awareness_campus_visits,college_awareness_campus_visits_at_least_one,college_awareness_college_fair,college_awareness_college_fairs_at_least_one,college_awareness_college_rep_visits,college_awareness_college_rep_visits_at_least_one,act_sats_completed,act_sats_registered_for_sat_or_act,act_sats_registered_for_sat,act_sats_registered_for_act,act_sats_assisted_registration_with_sat_or_act,act_sats_assisted_registration_with_sat,act_sats_assisted_registration_with_act,act_sats_waiver,act_sats_assisted_waiver,act_sats_sat_act_prep_meetings,act_sats_sat_act_prep_meetings_at_least_one,college_apps_submitted_1_plus_apps,college_apps_submitted_3_plus_apps,college_apps_submitted_5_plus_apps,college_apps_submitted_total_#_submitted,college_apps_accepted_1_plus_apps,college_apps_accepted_3_plus_apps,college_apps_accepted_5_plus_apps,college_apps_accepted_total_#_accepted,college_waivers_students_w_1_plus,college_waivers_total_#_waivers,college_waivers_total_waiver_dollars,institutional_aid_students_w_1_plus,institutional_aid_total_dollars,institutional_aid_students_w_1_plus_award_letter_reviews,institutional_aid_total_award_letter_meetings,fafsa_submitted,scholarships_students_w_1_plus,scholarships_total_dollars,year_starting,school_name,specific_interactions_1-on-1s_total_rate,specific_interactions_group_total_rate,specific_interactions_1-on-1s_at_least_one_rate,specific_interactions_group_at_least_one_rate,specific_interactions_parent_meetings_rate,specific_interactions_parent_meetings_at_least_one_rate,total_interactions_met_with_1_plus_times_(group_and_1_1)_rate,total_interactions_met_with_3_plus_times_(group_and_1_1)_rate,total_interactions_met_with_5_plus_times_(group_and_1_1)_rate,total_interactions_met_with_10_plus_times_(group_and_1_1)_rate,college_awareness_campus_visits_rate,college_awareness_campus_visits_at_least_one_rate,college_awareness_college_fair_rate,college_awareness_college_fairs_at_least_one_rate,college_awareness_college_rep_visits_rate,college_awareness_college_rep_visits_at_least_one_rate,act_sats_completed_rate,act_sats_registered_for_sat_or_act_rate,act_sats_registered_for_sat_rate,act_sats_registered_for_act_rate,act_sats_assisted_registration_with_sat_or_act_rate,act_sats_assisted_registration_with_sat_rate,act_sats_assisted_registration_with_act_rate,act_sats_waiver_rate,act_sats_assisted_waiver_rate,act_sats_sat_act_prep_meetings_rate,act_sats_sat_act_prep_meetings_at_least_one_rate,college_apps_submitted_1_plus_apps_rate,college_apps_submitted_3_plus_apps_rate,college_apps_submitted_5_plus_apps_rate,college_apps_submitted_total_#_submitted_rate,college_apps_accepted_1_plus_apps_rate,college_apps_accepted_3_plus_apps_rate,college_apps_accepted_5_plus_apps_rate,college_apps_accepted_total_#_accepted_rate,college_waivers_students_w_1_plus_rate,college_waivers_total_#_waivers_rate,college_waivers_total_waiver_dollars_rate,institutional_aid_students_w_1_plus_rate,institutional_aid_total_dollars_rate,institutional_aid_students_w_1_plus_award_letter_reviews_rate,institutional_aid_total_award_letter_meetings_rate,fafsa_submitted_rate,scholarships_students_w_1_plus_rate,scholarships_total_dollars_rate,student_totals_seniors_y,vdoe_total,enrolled,total_female,enrolled_female,total_male,enrolled_male,total_asian,enrolled_asian,total_black,enrolled_black,total_hispanic,enrolled_hispanic,total_white,enrolled_white,total_two,enrolled_two,econ_total,econ_enrolled,lep_total,lep_enrolled,disabilities_total,disabilities_enrolled
282.0,1111.0,906.0,261.0,261.0,85.0,64.0,264.0,195.0,114.0,36.0,0.0,0.0,27.0,27.0,147.0,90.0,64.0,102.0,97.0,17.0,65.0,58.0,16.0,64.0,64.0,2.0,2.0,205.0,78.0,48.0,595.0,199.0,50.0,20.0,399.0,68.0,174.0,8760.0,30.0,3794878.0,21.0,25.0,81.0,32.0,145265.0,2015,George Washington High School,3.9397163120567376,3.2127659574468086,0.925531914893617,0.925531914893617,0.301418439716312,0.226950354609929,0.9361702127659576,0.6914893617021277,0.4042553191489361,0.1276595744680851,0.0,0.0,0.0957446808510638,0.0957446808510638,0.5212765957446809,0.3191489361702128,0.226950354609929,0.3617021276595745,0.3439716312056737,0.0602836879432624,0.2304964539007092,0.2056737588652482,0.0567375886524822,0.226950354609929,0.226950354609929,0.0070921985815602,0.0070921985815602,0.7269503546099291,0.2765957446808511,0.1702127659574468,2.1099290780141846,0.7056737588652482,0.1773049645390071,0.0709219858156028,1.4148936170212767,0.2411347517730496,0.6170212765957447,31.06382978723404,0.1063829787234042,13457.014184397163,0.0744680851063829,0.0886524822695035,0.2872340425531915,0.1134751773049645,515.1241134751773,282,257,189,131,100,126,89,,,167.0,118.0,19.0,14.0,62.0,51.0,,,141.0,97.0,,,20.0,14.0
148.0,724.0,644.0,126.0,143.0,55.0,37.0,145.0,138.0,113.0,54.0,0.0,0.0,88.0,87.0,15.0,13.0,68.0,77.0,75.0,27.0,62.0,61.0,14.0,26.0,26.0,32.0,15.0,97.0,41.0,13.0,242.0,94.0,21.0,5.0,173.0,3.0,6.0,290.0,33.0,2453882.0,21.0,27.0,54.0,37.0,267375.0,2015,Nelson County High School,4.891891891891892,4.351351351351352,0.8513513513513513,0.9662162162162162,0.3716216216216216,0.25,0.9797297297297296,0.9324324324324323,0.7635135135135135,0.3648648648648648,0.0,0.0,0.5945945945945946,0.5878378378378378,0.1013513513513513,0.0878378378378378,0.4594594594594595,0.5202702702702703,0.5067567567567568,0.1824324324324324,0.4189189189189189,0.4121621621621621,0.0945945945945946,0.1756756756756756,0.1756756756756756,0.2162162162162162,0.1013513513513513,0.6554054054054054,0.277027027027027,0.0878378378378378,1.635135135135135,0.6351351351351351,0.1418918918918918,0.0337837837837837,1.1689189189189189,0.0202702702702702,0.0405405405405405,1.9594594594594597,0.2229729729729729,16580.283783783783,0.1418918918918918,0.1824324324324324,0.3648648648648648,0.25,1806.587837837838,148,112,71,51,32,61,39,,,18.0,9.0,,,83.0,53.0,,,44.0,25.0,,,,
97.0,342.0,624.0,87.0,94.0,47.0,31.0,94.0,92.0,80.0,50.0,0.0,0.0,94.0,94.0,106.0,43.0,46.0,50.0,49.0,12.0,11.0,10.0,4.0,9.0,8.0,0.0,0.0,75.0,35.0,18.0,239.0,75.0,27.0,13.0,182.0,0.0,0.0,0.0,36.0,647651.0,18.0,18.0,52.0,36.0,400450.0,2015,Lancaster High School (UVA),3.525773195876289,6.43298969072165,0.8969072164948454,0.9690721649484536,0.4845360824742268,0.3195876288659793,0.9690721649484536,0.9484536082474226,0.8247422680412371,0.5154639175257731,0.0,0.0,0.9690721649484536,0.9690721649484536,1.092783505154639,0.4432989690721649,0.4742268041237113,0.5154639175257731,0.5051546391752577,0.1237113402061855,0.1134020618556701,0.1030927835051546,0.0412371134020618,0.0927835051546391,0.0824742268041237,0.0,0.0,0.7731958762886598,0.3608247422680412,0.1855670103092783,2.463917525773196,0.7731958762886598,0.2783505154639175,0.134020618556701,1.8762886597938144,0.0,0.0,0.0,0.3711340206185567,6676.81443298969,0.1855670103092783,0.1855670103092783,0.5360824742268041,0.3711340206185567,4128.350515463918,97,67,43,35,24,32,19,,,21.0,10.0,,,40.0,28.0,,,27.0,13.0,,,,
220.0,403.0,746.0,175.0,215.0,60.0,48.0,217.0,197.0,116.0,11.0,9.0,9.0,0.0,0.0,22.0,17.0,106.0,115.0,111.0,59.0,50.0,46.0,26.0,33.0,33.0,43.0,23.0,178.0,44.0,17.0,348.0,177.0,29.0,9.0,298.0,1.0,2.0,110.0,34.0,1609012.0,5.0,9.0,120.0,47.0,43250.0,2015,Tunstall High School,1.8318181818181816,3.390909090909091,0.7954545454545454,0.9772727272727272,0.2727272727272727,0.2181818181818181,0.9863636363636364,0.8954545454545455,0.5272727272727272,0.05,0.0409090909090909,0.0409090909090909,0.0,0.0,0.1,0.0772727272727272,0.4818181818181818,0.5227272727272727,0.5045454545454545,0.2681818181818182,0.2272727272727272,0.209090909090909,0.1181818181818181,0.15,0.15,0.1954545454545454,0.1045454545454545,0.8090909090909091,0.2,0.0772727272727272,1.5818181818181818,0.8045454545454546,0.1318181818181818,0.0409090909090909,1.3545454545454545,0.0045454545454545,0.009090909090909,0.5,0.1545454545454545,7313.690909090909,0.0227272727272727,0.0409090909090909,0.5454545454545454,0.2136363636363636,196.5909090909091,220,217,139,95,68,122,71,,,25.0,16.0,11.0,7.0,181.0,116.0,,,62.0,38.0,,,20.0,8.0
247.0,837.0,726.0,234.0,231.0,183.0,97.0,235.0,226.0,137.0,42.0,37.0,37.0,33.0,33.0,149.0,72.0,108.0,94.0,84.0,36.0,83.0,73.0,34.0,61.0,60.0,25.0,14.0,198.0,49.0,22.0,418.0,180.0,31.0,8.0,296.0,36.0,59.0,2775.0,23.0,1586070.0,5.0,11.0,136.0,35.0,110000.0,2015,Magna Vista High School,3.388663967611336,2.9392712550607287,0.9473684210526316,0.9352226720647774,0.7408906882591093,0.3927125506072874,0.951417004048583,0.9149797570850202,0.5546558704453441,0.1700404858299595,0.1497975708502024,0.1497975708502024,0.1336032388663967,0.1336032388663967,0.6032388663967612,0.291497975708502,0.437246963562753,0.3805668016194332,0.340080971659919,0.145748987854251,0.3360323886639676,0.2955465587044534,0.1376518218623481,0.2469635627530364,0.242914979757085,0.1012145748987854,0.0566801619433198,0.8016194331983806,0.1983805668016194,0.0890688259109311,1.6923076923076923,0.728744939271255,0.1255060728744939,0.0323886639676113,1.1983805668016194,0.145748987854251,0.2388663967611336,11.234817813765185,0.0931174089068826,6421.336032388664,0.020242914979757,0.0445344129554655,0.5506072874493927,0.1417004048582996,445.3441295546559,247,171,115,94,68,77,47,,,54.0,41.0,16.0,8.0,94.0,63.0,,,89.0,58.0,,,,
145.0,846.0,393.0,110.0,96.0,17.0,14.0,115.0,86.0,66.0,37.0,18.0,18.0,45.0,44.0,64.0,31.0,99.0,106.0,106.0,22.0,103.0,103.0,21.0,106.0,106.0,0.0,0.0,96.0,31.0,17.0,255.0,94.0,13.0,8.0,157.0,46.0,172.0,6825.0,11.0,67426.0,6.0,7.0,51.0,11.0,108050.0,2015,Armstrong High School,5.834482758620689,2.7103448275862068,0.7586206896551724,0.6620689655172414,0.1172413793103448,0.096551724137931,0.7931034482758621,0.593103448275862,0.4551724137931034,0.2551724137931034,0.1241379310344827,0.1241379310344827,0.3103448275862069,0.3034482758620689,0.4413793103448276,0.2137931034482758,0.6827586206896552,0.7310344827586207,0.7310344827586207,0.1517241379310344,0.7103448275862069,0.7103448275862069,0.1448275862068965,0.7310344827586207,0.7310344827586207,0.0,0.0,0.6620689655172414,0.2137931034482758,0.1172413793103448,1.7586206896551724,0.6482758620689655,0.0896551724137931,0.0551724137931034,1.0827586206896551,0.3172413793103448,1.186206896551724,47.06896551724138,0.0758620689655172,465.00689655172414,0.0413793103448275,0.0482758620689655,0.3517241379310344,0.0758620689655172,745.1724137931035,145,144,73,78,47,66,26,,,139.0,69.0,,,,,,,111.0,53.0,,,26.0,12.0
676.0,298.0,150.0,142.0,128.0,116.0,99.0,218.0,45.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,476.0,285.0,207.0,2045.0,447.0,198.0,94.0,1243.0,0.0,0.0,0.0,71.0,4463572.0,11.0,15.0,267.0,161.0,1637481.0,2015,Alexandria City High School,0.4408284023668639,0.2218934911242603,0.2100591715976331,0.1893491124260355,0.1715976331360946,0.1464497041420118,0.3224852071005917,0.0665680473372781,0.0133136094674556,0.0029585798816568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044378698224852,0.0029585798816568,0.0014792899408284,0.0044378698224852,0.0029585798816568,0.0014792899408284,0.0044378698224852,0.0029585798816568,0.0,0.0,0.7041420118343196,0.4215976331360946,0.3062130177514793,3.025147928994083,0.6612426035502958,0.2928994082840236,0.1390532544378698,1.838757396449704,0.0,0.0,0.0,0.1050295857988165,6602.917159763314,0.0162721893491124,0.022189349112426,0.3949704142011834,0.2381656804733727,2422.309171597633,676,621,483,334,281,287,202,43.0,36.0,219.0,168.0,176.0,114.0,165.0,148.0,,,350.0,253.0,157.0,109.0,32.0,14.0
217.0,381.0,324.0,158.0,206.0,13.0,11.0,212.0,89.0,34.0,5.0,6.0,6.0,57.0,57.0,83.0,52.0,171.0,159.0,159.0,4.0,79.0,79.0,4.0,94.0,79.0,84.0,31.0,155.0,58.0,23.0,398.0,147.0,18.0,4.0,228.0,3.0,9.0,425.0,7.0,40000.0,8.0,8.0,131.0,16.0,161952.0,2015,Huguenot High School,1.7557603686635943,1.4930875576036866,0.728110599078341,0.9493087557603688,0.0599078341013824,0.0506912442396313,0.976958525345622,0.4101382488479262,0.1566820276497695,0.0230414746543778,0.0276497695852534,0.0276497695852534,0.2626728110599078,0.2626728110599078,0.3824884792626728,0.2396313364055299,0.7880184331797235,0.7327188940092166,0.7327188940092166,0.0184331797235023,0.3640552995391705,0.3640552995391705,0.0184331797235023,0.4331797235023041,0.3640552995391705,0.3870967741935484,0.1428571428571428,0.7142857142857143,0.2672811059907834,0.1059907834101382,1.8341013824884795,0.6774193548387096,0.0829493087557603,0.0184331797235023,1.0506912442396312,0.0138248847926267,0.0414746543778801,1.95852534562212,0.032258064516129,184.33179723502303,0.0368663594470046,0.0368663594470046,0.6036866359447005,0.0737327188940092,746.3225806451613,217,228,99,121,60,107,39,,,173.0,79.0,37.0,10.0,12.0,6.0,,,121.0,50.0,27.0,8.0,21.0,9.0
186.0,623.0,756.0,186.0,184.0,105.0,73.0,186.0,177.0,145.0,25.0,16.0,15.0,0.0,0.0,26.0,23.0,73.0,81.0,75.0,42.0,80.0,73.0,41.0,42.0,41.0,0.0,0.0,137.0,40.0,14.0,295.0,125.0,22.0,5.0,222.0,24.0,64.0,3255.0,25.0,1234000.0,11.0,12.0,84.0,50.0,334900.0,2015,Patrick County High School,3.349462365591398,4.064516129032258,1.0,0.989247311827957,0.5645161290322581,0.3924731182795699,1.0,0.9516129032258064,0.7795698924731183,0.1344086021505376,0.086021505376344,0.0806451612903225,0.0,0.0,0.1397849462365591,0.1236559139784946,0.3924731182795699,0.4354838709677419,0.4032258064516129,0.2258064516129032,0.4301075268817204,0.3924731182795699,0.2204301075268817,0.2258064516129032,0.2204301075268817,0.0,0.0,0.7365591397849462,0.2150537634408602,0.075268817204301,1.586021505376344,0.6720430107526881,0.1182795698924731,0.0268817204301075,1.1935483870967742,0.1290322580645161,0.3440860215053763,17.5,0.1344086021505376,6634.408602150537,0.0591397849462365,0.064516129032258,0.4516129032258064,0.2688172043010752,1800.537634408602,186,170,110,97,68,73,42,,,13.0,10.0,,,150.0,98.0,,,72.0,32.0,,,10.0,3.0
224.0,673.0,468.0,172.0,208.0,115.0,73.0,212.0,132.0,80.0,35.0,0.0,0.0,70.0,65.0,76.0,44.0,126.0,146.0,141.0,22.0,146.0,141.0,22.0,63.0,62.0,0.0,0.0,174.0,125.0,110.0,1054.0,166.0,93.0,41.0,518.0,19.0,35.0,1730.0,23.0,1389688.0,17.0,26.0,123.0,42.0,255680.0,2015,Charlottesville High School,3.0044642857142856,2.0892857142857144,0.7678571428571429,0.9285714285714286,0.5133928571428571,0.3258928571428571,0.9464285714285714,0.5892857142857143,0.3571428571428571,0.15625,0.0,0.0,0.3125,0.2901785714285714,0.3392857142857143,0.1964285714285714,0.5625,0.6517857142857143,0.6294642857142857,0.0982142857142857,0.6517857142857143,0.6294642857142857,0.0982142857142857,0.28125,0.2767857142857143,0.0,0.0,0.7767857142857143,0.5580357142857143,0.4910714285714285,4.705357142857143,0.7410714285714286,0.4151785714285714,0.1830357142857142,2.3125,0.0848214285714285,0.15625,7.723214285714286,0.1026785714285714,6203.964285714285,0.0758928571428571,0.1160714285714285,0.5491071428571429,0.1875,1141.428571428571,224,233,169,118,87,115,82,,,68.0,43.0,17.0,11.0,132.0,104.0,,,93.0,56.0,13.0,10.0,20.0,10.0
141.0,200.0,345.0,121.0,131.0,34.0,32.0,134.0,108.0,50.0,2.0,11.0,11.0,5.0,5.0,88.0,33.0,60.0,64.0,62.0,33.0,43.0,41.0,24.0,45.0,42.0,9.0,7.0,103.0,31.0,12.0,242.0,99.0,24.0,9.0,205.0,5.0,5.0,170.0,13.0,967940.0,6.0,6.0,71.0,17.0,8600.0,2015,Gretna High School,1.4184397163120568,2.4468085106382977,0.8581560283687943,0.9290780141843972,0.2411347517730496,0.226950354609929,0.950354609929078,0.7659574468085106,0.3546099290780142,0.0141843971631205,0.0780141843971631,0.0780141843971631,0.0354609929078014,0.0354609929078014,0.624113475177305,0.2340425531914893,0.425531914893617,0.4539007092198581,0.4397163120567376,0.2340425531914893,0.3049645390070922,0.2907801418439716,0.1702127659574468,0.3191489361702128,0.2978723404255319,0.0638297872340425,0.0496453900709219,0.7304964539007093,0.2198581560283688,0.0851063829787234,1.716312056737589,0.7021276595744681,0.1702127659574468,0.0638297872340425,1.453900709219858,0.0354609929078014,0.0354609929078014,1.2056737588652482,0.0921985815602836,6864.822695035461,0.0425531914893617,0.0425531914893617,0.5035460992907801,0.1205673758865248,60.99290780141844,141,134,80,70,44,64,36,,,38.0,19.0,,,93.0,58.0,,,62.0,28.0,,,12.0,2.0
136.0,1679.0,799.0,128.0,129.0,179.0,64.0,132.0,124.0,118.0,85.0,0.0,0.0,0.0,0.0,84.0,40.0,67.0,69.0,63.0,15.0,30.0,24.0,12.0,33.0,23.0,0.0,0.0,102.0,46.0,15.0,281.0,94.0,26.0,7.0,196.0,54.0,130.0,70055.0,35.0,1685830.0,32.0,52.0,67.0,29.0,215700.0,2015,Buckingham County High School,12.345588235294118,5.875,0.9411764705882352,0.9485294117647058,1.3161764705882353,0.4705882352941176,0.9705882352941176,0.9117647058823528,0.8676470588235294,0.625,0.0,0.0,0.0,0.0,0.6176470588235294,0.2941176470588235,0.4926470588235294,0.5073529411764706,0.4632352941176471,0.1102941176470588,0.2205882352941176,0.1764705882352941,0.088235294117647,0.2426470588235294,0.1691176470588235,0.0,0.0,0.75,0.3382352941176471,0.1102941176470588,2.0661764705882355,0.6911764705882353,0.1911764705882352,0.0514705882352941,1.4411764705882353,0.3970588235294117,0.9558823529411764,515.1102941176471,0.2573529411764705,12395.808823529413,0.2352941176470588,0.3823529411764705,0.4926470588235294,0.213235294117647,1586.029411764706,136,134,80,70,50,64,30,,,41.0,18.0,,,81.0,57.0,,,75.0,39.0,,,,
96.0,488.0,158.0,81.0,77.0,13.0,12.0,85.0,73.0,61.0,27.0,2.0,2.0,93.0,93.0,51.0,30.0,38.0,41.0,40.0,17.0,9.0,8.0,2.0,8.0,8.0,0.0,0.0,74.0,26.0,10.0,176.0,73.0,17.0,5.0,132.0,0.0,0.0,0.0,29.0,1079564.0,3.0,5.0,50.0,19.0,64200.0,2015,Northumberland High School,5.083333333333333,1.6458333333333333,0.84375,0.8020833333333334,0.1354166666666666,0.125,0.8854166666666666,0.7604166666666666,0.6354166666666666,0.28125,0.0208333333333333,0.0208333333333333,0.96875,0.96875,0.53125,0.3125,0.3958333333333333,0.4270833333333333,0.4166666666666667,0.1770833333333333,0.09375,0.0833333333333333,0.0208333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.7708333333333334,0.2708333333333333,0.1041666666666666,1.8333333333333333,0.7604166666666666,0.1770833333333333,0.0520833333333333,1.375,0.0,0.0,0.0,0.3020833333333333,11245.458333333334,0.03125,0.0520833333333333,0.5208333333333334,0.1979166666666666,668.75,96,99,63,48,36,51,27,,,35.0,21.0,,,57.0,39.0,,,43.0,20.0,,,,
135.0,795.0,978.0,123.0,129.0,81.0,50.0,130.0,128.0,123.0,80.0,40.0,39.0,54.0,45.0,156.0,60.0,92.0,107.0,104.0,65.0,97.0,90.0,59.0,85.0,85.0,60.0,39.0,117.0,52.0,30.0,351.0,109.0,31.0,8.0,227.0,61.0,173.0,8125.0,31.0,2546860.0,20.0,40.0,69.0,16.0,61500.0,2016,Martinsville High School,5.888888888888889,7.2444444444444445,0.9111111111111112,0.9555555555555556,0.6,0.3703703703703703,0.9629629629629628,0.9481481481481482,0.9111111111111112,0.5925925925925926,0.2962962962962963,0.2888888888888888,0.4,0.3333333333333333,1.1555555555555554,0.4444444444444444,0.6814814814814815,0.7925925925925926,0.7703703703703704,0.4814814814814814,0.7185185185185186,0.6666666666666666,0.437037037037037,0.6296296296296297,0.6296296296296297,0.4444444444444444,0.2888888888888888,0.8666666666666667,0.3851851851851852,0.2222222222222222,2.6,0.8074074074074075,0.2296296296296296,0.0592592592592592,1.6814814814814816,0.4518518518518518,1.2814814814814814,60.18518518518518,0.2296296296296296,18865.62962962963,0.1481481481481481,0.2962962962962963,0.5111111111111111,0.1185185185185185,455.55555555555554,135,141,104,72,53,69,51,,,82.0,58.0,12.0,10.0,43.0,32.0,,,64.0,46.0,,,,
245.0,1485.0,561.0,239.0,227.0,99.0,69.0,241.0,213.0,167.0,63.0,51.0,51.0,88.0,72.0,179.0,80.0,105.0,127.0,112.0,78.0,107.0,93.0,74.0,96.0,92.0,63.0,31.0,207.0,81.0,35.0,543.0,184.0,52.0,18.0,380.0,32.0,60.0,3415.0,59.0,4879722.0,0.0,0.0,174.0,45.0,158800.0,2016,Bassett High School,6.061224489795919,2.289795918367347,0.9755102040816328,0.926530612244898,0.4040816326530612,0.2816326530612245,0.9836734693877552,0.8693877551020408,0.6816326530612244,0.2571428571428571,0.2081632653061224,0.2081632653061224,0.3591836734693877,0.2938775510204082,0.7306122448979592,0.3265306122448979,0.4285714285714285,0.5183673469387755,0.4571428571428571,0.3183673469387755,0.436734693877551,0.3795918367346939,0.3020408163265306,0.3918367346938775,0.3755102040816326,0.2571428571428571,0.1265306122448979,0.8448979591836735,0.3306122448979592,0.1428571428571428,2.216326530612245,0.7510204081632653,0.2122448979591836,0.073469387755102,1.5510204081632653,0.1306122448979592,0.2448979591836734,13.93877551020408,0.2408163265306122,19917.232653061223,0.0,0.0,0.710204081632653,0.1836734693877551,648.1632653061224,245,243,164,129,88,114,76,,,41.0,31.0,19.0,8.0,175.0,119.0,,,124.0,69.0,,,21.0,13.0
111.0,454.0,170.0,102.0,93.0,24.0,23.0,107.0,81.0,58.0,18.0,0.0,0.0,24.0,23.0,19.0,19.0,43.0,54.0,51.0,22.0,36.0,35.0,15.0,43.0,29.0,0.0,0.0,83.0,25.0,9.0,182.0,73.0,11.0,5.0,121.0,24.0,39.0,2490.0,12.0,542080.0,4.0,4.0,23.0,14.0,41000.0,2016,Washington and Lee High School ,4.09009009009009,1.5315315315315314,0.918918918918919,0.8378378378378378,0.2162162162162162,0.2072072072072072,0.963963963963964,0.7297297297297297,0.5225225225225225,0.1621621621621621,0.0,0.0,0.2162162162162162,0.2072072072072072,0.1711711711711711,0.1711711711711711,0.3873873873873873,0.4864864864864865,0.4594594594594595,0.1981981981981982,0.3243243243243243,0.3153153153153153,0.1351351351351351,0.3873873873873873,0.2612612612612612,0.0,0.0,0.7477477477477478,0.2252252252252252,0.081081081081081,1.6396396396396395,0.6576576576576577,0.0990990990990991,0.045045045045045,1.09009009009009,0.2162162162162162,0.3513513513513513,22.43243243243243,0.1081081081081081,4883.603603603604,0.036036036036036,0.036036036036036,0.2072072072072072,0.1261261261261261,369.3693693693694,111,123,61,60,36,63,25,,,58.0,34.0,14.0,5.0,48.0,21.0,,,82.0,37.0,11.0,4.0,,
160.0,210.0,349.0,103.0,152.0,28.0,25.0,152.0,109.0,35.0,3.0,0.0,0.0,20.0,20.0,123.0,44.0,58.0,61.0,59.0,17.0,35.0,33.0,8.0,31.0,29.0,7.0,7.0,122.0,29.0,10.0,237.0,120.0,9.0,2.0,162.0,0.0,0.0,0.0,46.0,1024293.0,3.0,4.0,67.0,5.0,503850.0,2016,Chatham High School (Virginia),1.3125,2.18125,0.64375,0.95,0.175,0.15625,0.95,0.68125,0.21875,0.01875,0.0,0.0,0.125,0.125,0.76875,0.275,0.3625,0.38125,0.36875,0.10625,0.21875,0.20625,0.05,0.19375,0.18125,0.04375,0.04375,0.7625,0.18125,0.0625,1.48125,0.75,0.05625,0.0125,1.0125,0.0,0.0,0.0,0.2875,6401.83125,0.01875,0.025,0.41875,0.03125,3149.0625,160,146,94,76,51,70,43,,,37.0,20.0,,,102.0,71.0,,,48.0,27.0,,,17.0,10.0
264.0,1895.0,1431.0,264.0,254.0,130.0,67.0,264.0,258.0,236.0,138.0,86.0,60.0,27.0,26.0,215.0,83.0,146.0,153.0,152.0,12.0,38.0,37.0,4.0,27.0,24.0,20.0,16.0,216.0,85.0,47.0,595.0,214.0,69.0,26.0,467.0,26.0,79.0,4735.0,35.0,2963028.0,18.0,19.0,157.0,45.0,403717.0,2016,Fluvanna County High School,7.178030303030303,5.420454545454546,1.0,0.9621212121212122,0.4924242424242424,0.2537878787878788,1.0,0.9772727272727272,0.8939393939393939,0.5227272727272727,0.3257575757575757,0.2272727272727272,0.1022727272727272,0.0984848484848484,0.8143939393939394,0.3143939393939394,0.553030303030303,0.5795454545454546,0.5757575757575758,0.0454545454545454,0.1439393939393939,0.1401515151515151,0.0151515151515151,0.1022727272727272,0.0909090909090909,0.0757575757575757,0.0606060606060606,0.8181818181818182,0.3219696969696969,0.178030303030303,2.253787878787879,0.8106060606060606,0.2613636363636363,0.0984848484848484,1.768939393939394,0.0984848484848484,0.2992424242424242,17.935606060606062,0.1325757575757575,11223.59090909091,0.0681818181818181,0.0719696969696969,0.5946969696969697,0.1704545454545454,1529.2310606060605,264,259,165,124,92,135,73,,,42.0,23.0,,,194.0,124.0,14,11,47.0,20.0,,,28.0,6.0
300.0,1763.0,1356.0,244.0,289.0,241.0,91.0,290.0,266.0,211.0,109.0,46.0,40.0,0.0,0.0,210.0,114.0,164.0,170.0,167.0,72.0,86.0,84.0,40.0,59.0,59.0,11.0,6.0,204.0,95.0,49.0,608.0,197.0,67.0,16.0,419.0,47.0,126.0,6999.0,53.0,3371992.0,65.0,102.0,169.0,58.0,233500.0,2016,Louisa County High School,5.876666666666667,4.52,0.8133333333333334,0.9633333333333334,0.8033333333333333,0.3033333333333333,0.9666666666666668,0.8866666666666667,0.7033333333333334,0.3633333333333333,0.1533333333333333,0.1333333333333333,0.0,0.0,0.7,0.38,0.5466666666666666,0.5666666666666667,0.5566666666666666,0.24,0.2866666666666667,0.28,0.1333333333333333,0.1966666666666666,0.1966666666666666,0.0366666666666666,0.02,0.68,0.3166666666666666,0.1633333333333333,2.026666666666667,0.6566666666666666,0.2233333333333333,0.0533333333333333,1.3966666666666667,0.1566666666666666,0.42,23.33,0.1766666666666666,11239.973333333332,0.2166666666666666,0.34,0.5633333333333334,0.1933333333333333,778.3333333333334,300,331,180,169,103,162,77,,,81.0,42.0,,,215.0,118.0,25,16,144.0,66.0,,,41.0,13.0
